,early_warning_idx,consistency_idx,leading_idx,lagging_idx,boom_idx,boom_idx_yoy,boom_idx_mom,confidence_idx,confidence_idx_yoy,confidence_idx_mom,cpi_month,interest_rate,growth_yoy,growth_acc,state_owned_yoy,state_owned_acc,private_yoy,private_acc,collective_yoy,collective_acc,stock_cooperate_yoy,stock_cooperate_acc,joint_stock_yoy,joint_stock_acc,foreign_yoy,foreign_acc
2016-10-10,68.0,94.25806451612904,99.75870967741935,89.77677419354838,112.24285714285715,12.242857142857144,2.942857142857143,112.34285714285714,12.342857142857143,2.8857142857142857,102.15806451612903,2.162,6.129032258064516,6.0,3.490322580645161,1.2870967741935484,6.683870967741935,7.941935483870967,-3.9741935483870967,0.054838709677419384,5.329032258064516,6.429032258064517,6.741935483870967,6.9,5.032258064516129,4.329032258064516
2016-10-11,68.0,94.26451612903226,99.76967741935484,89.7841935483871,112.26703296703296,12.267032967032968,2.928571428571429,112.36703296703297,12.367032967032968,2.8725274725274725,102.16451612903225,2.153,6.132258064516129,6.0,3.5225806451612907,1.2967741935483872,6.670967741935484,7.935483870967742,-3.9935483870967743,0.038709677419354854,5.432258064516129,6.432258064516129,6.735483870967742,6.9,5.058064516129032,4.332258064516129
2016-10-12,68.0,94.2709677419355,99.78064516129032,89.7916129032258,112.29120879120879,12.291208791208792,2.9142857142857146,112.3912087912088,12.391208791208792,2.8593406593406594,102.17096774193548,2.15,6.135483870967742,6.0,3.5548387096774197,1.3064516129032258,6.658064516129032,7.929032258064516,-4.012903225806451,0.022580645161290325,5.535483870967742,6.435483870967742,6.729032258064516,6.9,5.083870967741936,4.335483870967742
2016-10-13,68.0,94.27741935483871,99.79161290322581,89.79903225806451,112.31538461538462,12.315384615384616,2.9000000000000004,112.41538461538461,12.415384615384616,2.8461538461538463,102.1774193548387,2.151,6.138709677419355,6.0,3.5870967741935487,1.3161290322580645,6.645161290322581,7.922580645161291,-4.032258064516129,0.006451612903225823,5.638709677419355,6.438709677419355,6.72258064516129,6.9,5.109677419354838,4.338709677419355
2016-10-14,68.0,94.28387096774193,99.80258064516129,89.80645161290322,112.33956043956044,12.33956043956044,2.8857142857142857,112.43956043956044,12.43956043956044,2.832967032967033,102.18387096774192,2.153,6.141935483870967,6.0,3.6193548387096777,1.3258064516129031,6.6322580645161295,7.916129032258064,-4.051612903225807,-0.009677419354838679,5.741935483870968,6.441935483870968,6.716129032258064,6.9,5.135483870967741,4.341935483870968
2016-10-17,68.0,94.30322580645162,99.83548387096774,89.82870967741935,112.41208791208791,12.412087912087912,2.842857142857143,112.5120879120879,12.512087912087912,2.7934065934065933,102.20322580645161,2.159,6.151612903225806,6.0,3.7161290322580647,1.3548387096774193,6.593548387096774,7.896774193548387,-4.109677419354838,-0.05806451612903224,6.051612903225807,6.451612903225807,6.696774193548387,6.9,5.212903225806452,4.351612903225806
2016-10-18,68.0,94.30967741935484,99.84645161290322,89.83612903225806,112.43626373626374,12.436263736263736,2.8285714285714287,112.53626373626373,12.536263736263736,2.78021978021978,102.20967741935483,2.173,6.154838709677419,6.0,3.7483870967741937,1.364516129032258,6.580645161290323,7.890322580645162,-4.129032258064516,-0.07419354838709674,6.154838709677419,6.45483870967742,6.690322580645161,6.9,5.2387096774193544,4.354838709677419
2016-10-19,68.0,94.31612903225808,99.85741935483871,89.84354838709677,112.46043956043955,12.46043956043956,2.8142857142857145,112.56043956043956,12.56043956043956,2.767032967032967,102.21612903225807,2.196,6.158064516129032,6.0,3.7806451612903227,1.3741935483870968,6.5677419354838715,7.883870967741935,-4.148387096774194,-0.09032258064516124,6.258064516129032,6.458064516129032,6.683870967741935,6.9,5.264516129032257,4.358064516129033
2016-10-20,68.0,94.3225806451613,99.86838709677419,89.85096774193548,112.48461538461538,12.484615384615385,2.8000000000000003,112.58461538461539,12.584615384615384,2.753846153846154,102.22258064516129,2.208,6.161290322580645,6.0,3.8129032258064517,1.3838709677419354,6.554838709677419,7.877419354838709,-4.167741935483871,-0.1064516129032258,6.361290322580645,6.461290322580646,6.677419354838709,6.9,5.290322580645161,4.361290322580645
2016-10-21,68.0,94.32903225806452,99.87935483870967,89.8583870967742,112.50879120879121,12.508791208791209,2.7857142857142856,112.6087912087912,12.608791208791208,2.7406593406593407,102.2290322580645,2.222,6.164516129032258,6.0,3.8451612903225807,1.3935483870967742,6.541935483870968,7.870967741935484,-4.187096774193549,-0.1225806451612903,6.464516129032258,6.464516129032258,6.670967741935484,6.9,5.316129032258064,4.364516129032258
