id,stat_month,area_code,area_name,cpi_month,yoy,mom,acc
27817,2021-01,701001,全国,99.7,-0.003,0.01,99.7
27818,2021-01,701002,城市,99.6,-0.004,0.01,99.6
27819,2021-01,701003,农村,99.9,-0.001,0.011,99.9
29497,2021-02,701001,全国,99.8,-0.002,0.006,99.7
29498,2021-02,701002,城市,99.8,-0.002,0.006,99.7
29499,2021-02,701003,农村,99.9,-0.001,0.004,99.9
31417,2021-03,701001,全国,100.4,0.004,-0.005,100.0
31418,2021-03,701002,城市,100.5,0.005,-0.005,99.9
31419,2021-03,701003,农村,100.4,0.004,-0.006,100.0
33040,2021-04,701001,全国,100.9,0.009,-0.003,100.2
33041,2021-04,701002,城市,101,0.01,-0.002,100.2
33042,2021-04,701003,农村,100.7,0.007,-0.005,100.2
34780,2021-05,701001,全国,101.3,0.013,-0.002,100.4
34781,2021-05,701002,城市,101.4,0.014,-0.001,100.4
34782,2021-05,701003,农村,101.1,0.011,-0.003,100.4
36580,2021-06,701001,全国,101.1,0.011,-0.004,100.5
36581,2021-06,701002,城市,101.2,0.012,-0.004,100.6
36582,2021-06,701003,农村,100.7,0.007,-0.005,100.4
38440,2021-07,701001,全国,101,0.01,0.003,100.6
38441,2021-07,701002,城市,101.2,0.012,0.003,100.6
38442,2021-07,701003,农村,100.4,0.004,0.002,100.4
38563,2021-08,701001,全国,100.8,0.008,0.001,100.6
38564,2021-08,701002,城市,101,0.01,0.001,100.7
38565,2021-08,701003,农村,100.3,0.003,0.002,100.4
40663,2021-09,701001,全国,100.7,0.007,0.0,100.6
40664,2021-09,701002,城市,100.8,0.008,0.0,100.7
40665,2021-09,701003,农村,100.2,0.002,0.001,100.4
42283,2021-10,701001,全国,101.5,0.015,0.007,100.7
42284,2021-10,701002,城市,101.6,0.016,0.007,100.8
42285,2021-10,701003,农村,101.2,0.012,0.007,100.5
44023,2021-11,701001,全国,102.3,0.023,0.004,100.9
44024,2021-11,701002,城市,102.4,0.024,0.003,100.9
44025,2021-11,701003,农村,102.2,0.022,0.006,100.6
46063,2021-12,701001,全国,101.5,0.015,-0.003,100.9
46064,2021-12,701002,城市,101.6,0.016,-0.003,101.0
46065,2021-12,701003,农村,101.2,0.012,-0.003,100.7
47506,2022-01,701001,全国,100.9,0.009,0.004,100.9
47507,2022-01,701002,城市,101.1,0.011,0.005,101.1
47508,2022-01,701003,农村,100.4,0.004,0.003,100.4
48766,2022-02,701001,全国,100.9,0.009,0.006,100.9
48767,2022-02,701002,城市,101,0.01,0.006,101.1
48768,2022-02,701003,农村,100.5,0.005,0.006,100.5
50746,2022-03,701001,全国,101.5,0.015,0.0,101.1
50747,2022-03,701002,城市,101.6,0.016,0.0,101.2
50748,2022-03,701003,农村,101.2,0.012,0.0,100.7
52546,2022-04,701001,全国,102.1,0.021,0.004,101.4
52547,2022-04,701002,城市,102.2,0.022,0.004,101.5
52548,2022-04,701003,农村,102,0.02,0.003,101.0
53329,2022-05,701001,全国,102.1,0.021,-0.002,101.5
53330,2022-05,701002,城市,102.1,0.021,-0.002,101.6
53331,2022-05,701003,农村,102.1,0.021,-0.001,101.2
55069,2022-06,701001,全国,102.5,0.025,0.0,101.7
55070,2022-06,701002,城市,102.5,0.025,0.0,101.7
55071,2022-06,701003,农村,102.6,0.026,0.0,101.5
