,date,open,close,high,low,volume,money,factor,open_interest,stkcd
32,2023-08-04,1680.0,1599.0,1751.0,1582.0,542083.0,18133941100.0,1.0,165282.0,SA2312.XZCE
33,2023-08-11,1598.0,1639.0,1642.0,1530.0,281414.0,8850751880.0,1.0,167443.0,SA2312.XZCE
34,2023-08-18,1644.0,1744.0,1783.0,1571.0,579566.0,19425316760.0,1.0,151901.0,SA2312.XZCE
35,2023-08-25,1749.0,2100.0,2128.0,1731.0,1052005.0,41807400280.0,1.0,78261.0,SA2312.XZCE
36,2023-09-01,2101.0,2208.0,2208.0,1850.0,664678.0,26986843140.0,1.0,56668.0,SA2312.XZCE
37,2023-09-08,2189.0,1883.0,2216.0,1880.0,465522.0,19030588140.0,1.0,64188.0,SA2312.XZCE
38,2023-09-15,1876.0,1952.0,1991.0,1856.0,181769.0,6990605720.0,1.0,48113.0,SA2312.XZCE
39,2023-09-22,1946.0,1984.0,2068.0,1876.0,87028.0,3450173080.0,1.0,37950.0,SA2312.XZCE
40,2023-09-28,1988.0,1852.0,2018.0,1849.0,53730.0,2078820720.0,1.0,38508.0,SA2312.XZCE
41,2023-10-13,1860.0,1842.0,1892.0,1760.0,62399.0,2264251840.0,1.0,36670.0,SA2312.XZCE
42,2023-10-20,1851.0,1803.0,1870.0,1792.0,42683.0,1566531060.0,1.0,31955.0,SA2312.XZCE
43,2023-10-27,1803.0,1763.0,1812.0,1733.0,55496.0,1961615500.0,1.0,30977.0,SA2312.XZCE
44,2023-11-03,1766.0,1861.0,1869.0,1753.0,41611.0,1510542420.0,1.0,28860.0,SA2312.XZCE
45,2023-11-10,1868.0,2219.0,2219.0,1857.0,76679.0,3124893720.0,1.0,14628.0,SA2312.XZCE
46,2023-11-17,2254.0,2196.0,2375.0,2102.0,82053.0,3640010860.0,1.0,7207.0,SA2312.XZCE
47,2023-11-24,2216.0,2637.0,2673.0,2205.0,61512.0,3082203840.0,1.0,6550.0,SA2312.XZCE
48,2023-12-01,2650.0,2836.0,2853.0,2606.0,20268.0,1102176660.0,1.0,1440.0,SA2312.XZCE
49,2023-12-08,2839.0,2851.0,2960.0,2800.0,1535.0,87680860.0,1.0,1300.0,SA2312.XZCE
50,2023-12-14,2894.0,2900.0,3179.0,2760.0,289.0,16599580.0,1.0,1027.0,SA2312.XZCE
