,re,re1,re2,re3,re4,re5,中国:产量:纯碱,re期货持仓量:纯碱,re期货持仓量(活跃合约):纯碱,期货持仓量:纯碱,期货持仓量(活跃合约):纯碱,中国:开工率:纯碱,中国:固定资产投资完成额:累计同比,中国:固定资产投资完成额:制造业:累计同比,中国:规模以上工业增加值:金属制品业:累计同比,中国:规模以上工业增加值:金属制品业:当月同比,中国:规模以上工业增加值:通用设备制造业:当月同比,中国:规模以上工业增加值:通用设备制造业:累计同比,中国:规模以上工业增加值:专用设备制造业:当月同比,中国:规模以上工业增加值:专用设备制造业:累计同比,中国:产量:工业锅炉:当月同比,中国:产量:工业锅炉:累计同比,中国:产量:金属切削机床:累计同比,中国:产量:金属切削机床:当月同比,中国:产量:汽车:当月同比,中国:产量:汽车:累计同比,中国:PPI:全部工业品:当月同比,中国:PPI:全部工业品:累计同比,year_x,month_x,weekly,pred,pos,reMonth,asset,asset0
6,-0.024126836391645923,-0.03591942139539861,0.009917119966924792,0.015850419411925998,0.015343640524317914,-0.0004999445538568237,57.86,0.1082277989278222,0.1258739160440483,42792.0,37522.0,82.61,5.4,3.1,5.8,6.3,4.9,4.3,6.5,6.9,-1.1,-5.7,-18.8,-14.3,8.1,-8.0,-0.5,-0.3,2020,1,56,0.005316884,1,-0.024126836391645923,-0.024126836391645923,-0.024126836391645923
8,0.0025784986483674555,0.0036884825992418158,-0.024126836391645923,-0.03591942139539861,0.009917119966924792,0.015850419411925998,52.95,-0.49004486819966353,-0.5199616225147914,21822.0,18012.0,75.59,5.4,3.1,5.8,6.3,4.9,4.3,6.5,6.9,-1.1,-5.7,-18.8,-14.3,8.1,-8.0,0.1,0.1,2020,2,59,-0.01319121,-1,-0.0025784986483674555,-0.026705335040013378,-0.021548337743278467
9,-0.0076326378230389125,0.0025784986483674555,0.0036884825992418158,-0.024126836391645923,-0.03591942139539861,0.009917119966924792,48.21,0.11639629731463663,0.11409060626249157,24362.0,20067.0,68.82,5.4,3.1,5.8,6.3,4.9,4.3,6.5,6.9,-1.1,-5.7,-18.8,-14.3,8.1,-8.0,0.1,0.1,2020,2,60,-0.014146542,-1,0.0076326378230389125,-0.019072697216974466,-0.02918097556631738
10,-0.008600826642042203,-0.0076326378230389125,0.0025784986483674555,0.0036884825992418158,-0.024126836391645923,-0.03591942139539861,49.5,0.06584024300139557,0.05800568096875458,25966.0,21231.0,70.68,5.4,3.1,5.8,6.3,4.9,4.3,6.5,6.9,-1.1,-5.7,-18.8,-14.3,8.1,-8.0,0.1,0.1,2020,2,61,-0.0012547009,-1,0.008600826642042203,-0.010471870574932263,-0.03778180220835958
11,-0.01886237988217243,-0.008600826642042203,-0.0076326378230389125,0.0025784986483674555,0.0036884825992418158,-0.024126836391645923,51.44,0.09774320264961878,0.08586500871367342,28504.0,23054.0,73.44,-24.5,-31.5,-26.9,6.3,4.9,-28.2,6.5,-24.4,-1.1,-31.5,-44.6,-14.3,8.1,-45.8,-0.4,-0.2,2020,3,62,0.005402248,1,-0.01886237988217243,-0.029334250457104694,-0.056644182090532014
12,-0.04195305154537132,-0.01886237988217243,-0.008600826642042203,-0.0076326378230389125,0.0025784986483674555,0.0036884825992418158,52.96,0.05539573393207964,0.04918886093519559,30083.0,24188.0,75.61,-24.5,-31.5,-26.9,6.3,4.9,-28.2,6.5,-24.4,-1.1,-31.5,-44.6,-14.3,8.1,-45.8,-0.4,-0.2,2020,3,63,-0.0017005152,-1,0.04195305154537132,0.012618801088266629,-0.09859723363590334
13,-0.04064075901534614,-0.04195305154537132,-0.01886237988217243,-0.008600826642042203,-0.0076326378230389125,0.0025784986483674555,56.42,0.15779676229099482,0.17653381842235816,34830.0,28458.0,80.31,-24.5,-31.5,-26.9,6.3,4.9,-28.2,6.5,-24.4,-1.1,-31.5,-44.6,-14.3,8.1,-45.8,-0.4,-0.2,2020,3,64,-0.017768336,-1,0.04064075901534614,0.05325956010361277,-0.13923799265124948
14,-0.0071288809293403865,-0.04064075901534614,-0.04195305154537132,-0.01886237988217243,-0.008600826642042203,-0.0076326378230389125,56.14,-0.013092161929371238,-0.053587743341063976,34374.0,26933.0,79.91,-24.5,-31.5,-26.9,6.3,4.9,-28.2,6.5,-24.4,-1.1,-31.5,-44.6,-14.3,8.1,-45.8,-0.4,-0.2,2020,3,65,-0.026484024,-1,0.0071288809293403865,0.060388441032953155,-0.14636687358058986
15,0.0013827853921353217,-0.0071288809293403865,-0.04064075901534614,-0.04195305154537132,-0.01886237988217243,-0.008600826642042203,56.61,-0.27043695816605573,-0.33876656889317935,25078.0,17809.0,80.83,-16.1,-25.2,-15.0,-1.6,-5.4,-17.2,-2.2,-13.5,-16.2,-21.3,-29.4,-21.7,-43.0,-44.6,-1.5,-0.6,2020,4,66,-0.004136543,-1,-0.0013827853921353217,0.05900565564081783,-0.14498408818845454
16,0.013761020109629207,0.0013827853921353217,-0.0071288809293403865,-0.04064075901534614,-0.04195305154537132,-0.01886237988217243,57.37,-0.09099609219235982,-0.1291481835027234,22796.0,15509.0,81.91,-16.1,-25.2,-15.0,-1.6,-5.4,-17.2,-2.2,-13.5,-16.2,-21.3,-29.4,-21.7,-43.0,-44.6,-1.5,-0.6,2020,4,67,-0.006868707,-1,-0.013761020109629207,0.045244635531188626,-0.13122306807882533
17,0.01313002101534333,0.013761020109629207,0.0013827853921353217,-0.0071288809293403865,-0.04064075901534614,-0.04195305154537132,57.77,-0.08106685383400591,-0.06995937842543043,20948.0,14424.0,82.48,-16.1,-25.2,-15.0,-1.6,-5.4,-17.2,-2.2,-13.5,-16.2,-21.3,-29.4,-21.7,-43.0,-44.6,-1.5,-0.6,2020,4,68,-0.008349646,-1,-0.01313002101534333,0.0321146145158453,-0.118093047063482
18,-0.02400636580778681,0.01313002101534333,0.013761020109629207,0.0013827853921353217,-0.0071288809293403865,-0.04064075901534614,54.57,0.17252243650945198,0.023086522462562487,24562.0,14757.0,77.69,-16.1,-25.2,-15.0,-1.6,-5.4,-17.2,-2.2,-13.5,-16.2,-21.3,-29.4,-21.7,-43.0,-44.6,-1.5,-0.6,2020,4,69,0.016053371,1,-0.02400636580778681,0.008108248708058485,-0.14209941287126882
19,0.00981343387020761,-0.02400636580778681,0.01313002101534333,0.013761020109629207,0.0013827853921353217,-0.0071288809293403865,54.37,0.4082729419428386,0.5087754963746018,34590.0,22265.0,77.39,-16.1,-25.2,-15.0,-1.6,-5.4,-17.2,-2.2,-13.5,-16.2,-21.3,-29.4,-21.7,-43.0,-44.6,-1.5,-0.6,2020,4,70,-0.0021185642,-1,-0.00981343387020761,-0.0017051851621491254,-0.1322859790010612
