,re,re1,re2,re3,re4,re5,中国:产量:纯碱,re期货持仓量:纯碱,re期货持仓量(活跃合约):纯碱,期货持仓量:纯碱,期货持仓量(活跃合约):纯碱,中国:开工率:纯碱,中国:固定资产投资完成额:累计同比,中国:固定资产投资完成额:制造业:累计同比,中国:规模以上工业增加值:金属制品业:累计同比,中国:规模以上工业增加值:金属制品业:当月同比,中国:规模以上工业增加值:通用设备制造业:当月同比,中国:规模以上工业增加值:通用设备制造业:累计同比,中国:规模以上工业增加值:专用设备制造业:当月同比,中国:规模以上工业增加值:专用设备制造业:累计同比,中国:产量:工业锅炉:当月同比,中国:产量:工业锅炉:累计同比,中国:产量:金属切削机床:累计同比,中国:产量:金属切削机床:当月同比,中国:产量:汽车:当月同比,中国:产量:汽车:累计同比,中国:PPI:全部工业品:当月同比,中国:PPI:全部工业品:累计同比,year_x,month_x,weekly,pred,pos,reMonth,asset
21,-0.09839108910891092,-0.03980986333927505,-0.07476635514018692,0.004417448923246914,-0.05183246073298431,-0.027989821882951627,60.93,0.04370108506593451,0.05029471223366655,1626151.0,886851.0,91.19,4.7,6.4,1.8,2.7,13.5,4.0,9.1,6.4,-10.6,4.3,-3.0,-1.9,59.8,4.3,-3.6,-2.1,2023,5,228,-0.011736616011262945,-1,0.09839108910891092,0.23638626645878535
22,0.011667810569663706,-0.09839108910891092,-0.03980986333927505,-0.07476635514018692,0.004417448923246914,-0.05183246073298431,58.73,0.22588800179073165,0.19553904770925445,1993479.0,1060265.0,87.33,4.7,6.4,1.8,2.7,13.5,4.0,9.1,6.4,-10.6,4.3,-3.0,-1.9,59.8,4.3,-3.6,-2.1,2023,5,229,-0.013503531543265869,-1,-0.011667810569663706,0.22471845588912165
23,-0.020352781546811416,0.011667810569663706,-0.09839108910891092,-0.03980986333927505,-0.07476635514018692,0.004417448923246914,59.99,0.23507747009123237,0.2369294468835621,2462101.0,1311473.0,89.22,4.0,6.0,1.3,-0.1,6.1,4.5,3.9,5.9,3.9,-1.2,-2.0,1.9,17.3,7.1,-4.6,-2.6,2023,6,230,0.0008967285148379897,1,-0.020352781546811416,0.20436567434231023
24,0.027700831024930705,-0.020352781546811416,0.011667810569663706,-0.09839108910891092,-0.03980986333927505,-0.07476635514018692,60.62,0.049872040180317434,-0.07031787920910304,2584891.0,1219253.0,90.14,4.0,6.0,1.3,-0.1,6.1,4.5,3.9,5.9,3.9,-1.2,-2.0,1.9,17.3,7.1,-4.6,-2.6,2023,6,231,-0.013094184293578776,-1,-0.027700831024930705,0.17666484331737953
25,-0.03032345013477089,0.027700831024930705,-0.020352781546811416,0.011667810569663706,-0.09839108910891092,-0.03980986333927505,60.25,0.030234156875473595,-0.07391657022783626,2663043.0,1129130.0,89.6,4.0,6.0,1.3,-0.1,6.1,4.5,3.9,5.9,3.9,-1.2,-2.0,1.9,17.3,7.1,-4.6,-2.6,2023,6,232,0.0018481955607704585,1,-0.03032345013477089,0.14634139318260864
26,0.013898540653231484,-0.03032345013477089,0.027700831024930705,-0.020352781546811416,0.011667810569663706,-0.09839108910891092,60.55,0.09193280018384975,0.0746282536111873,2907864.0,1213395.0,90.05,4.0,6.0,1.3,-0.1,6.1,4.5,3.9,5.9,3.9,-1.2,-2.0,1.9,17.3,7.1,-4.6,-2.6,2023,6,233,0.015391480125641883,1,0.013898540653231484,0.16023993383584012
27,0.002741603838245288,0.013898540653231484,-0.03032345013477089,0.027700831024930705,-0.020352781546811416,0.011667810569663706,61.03,-0.012437651829659169,-0.06538101772300031,2871697.0,1134062.0,91.34,4.0,6.0,1.3,-0.1,6.1,4.5,3.9,5.9,3.9,-1.2,-2.0,1.9,17.3,7.1,-4.6,-2.6,2023,6,234,-0.0019079951237159852,-1,-0.002741603838245288,0.15749832999759483
28,0.06493506493506485,0.002741603838245288,0.013898540653231484,-0.03032345013477089,0.027700831024930705,-0.020352781546811416,60.34,0.026857290306045556,-0.05561512509898048,2948823.0,1070991.0,90.3,3.8,6.0,1.5,2.4,-0.2,3.6,3.4,5.5,-0.7,-1.2,-2.9,0.0,0.8,6.1,-5.4,-3.1,2023,7,235,-0.0010722788490646195,-1,-0.06493506493506485,0.09256326506252999
29,0.021181001283697043,0.06493506493506485,0.002741603838245288,0.013898540653231484,-0.03032345013477089,0.027700831024930705,56.02,0.01447764074005109,0.032933049857561736,2991515.0,1106262.0,83.84,3.8,6.0,1.5,2.4,-0.2,3.6,3.4,5.5,-0.7,-1.2,-2.9,0.0,0.8,6.1,-5.4,-3.1,2023,7,236,0.00024413549083191296,1,0.021181001283697043,0.11374426634622703
30,0.053425518541797556,0.021181001283697043,0.06493506493506485,0.002741603838245288,0.013898540653231484,-0.03032345013477089,56.54,0.07232154944902502,0.0890756439252185,3207866.0,1204803.0,84.62,3.8,6.0,1.5,2.4,-0.2,3.6,3.4,5.5,-0.7,-1.2,-2.9,0.0,0.8,6.1,-5.4,-3.1,2023,7,237,-0.005036588111395285,-1,-0.053425518541797556,0.06031874780442947
31,-0.04594272076372319,0.053425518541797556,0.021181001283697043,0.06493506493506485,0.002741603838245288,0.013898540653231484,56.88,-0.10829130643237594,-0.24000355244799354,2860482.0,915646.0,85.13,3.8,6.0,1.5,2.4,-0.2,3.6,3.4,5.5,-0.7,-1.2,-2.9,0.0,0.8,6.1,-5.4,-3.1,2023,7,238,0.0011308332611191052,1,-0.04594272076372319,0.014376027040706285
32,0.025015634771732298,-0.04594272076372319,0.053425518541797556,0.021181001283697043,0.06493506493506485,0.002741603838245288,54.72,0.06278067822136268,0.023574612896250402,3040065.0,937232.0,81.9,3.4,5.7,1.6,1.4,-1.4,2.8,1.5,4.9,-15.8,-3.2,-1.7,-2.1,-3.8,4.5,-4.4,-3.2,2023,8,239,-7.719987035433724e-05,-1,-0.025015634771732298,-0.010639607731026013
33,0.06406345332519825,0.025015634771732298,-0.04594272076372319,0.053425518541797556,0.021181001283697043,0.06493506493506485,54.1,-0.10800426964555032,-0.33469407788039673,2711725.0,623546.0,79.42,3.4,5.7,1.6,1.4,-1.4,2.8,1.5,4.9,-15.8,-3.2,-1.7,-2.1,-3.8,4.5,-4.4,-3.2,2023,8,240,0.017836839911779576,1,0.06406345332519825,0.05342384559417224
34,0.20412844036697253,0.06406345332519825,0.025015634771732298,-0.04594272076372319,0.053425518541797556,0.021181001283697043,54.81,0.19596861776175678,1.0365778948144966,3243138.0,1269900.0,78.3,3.4,5.7,1.6,1.4,-1.4,2.8,1.5,4.9,-15.8,-3.2,-1.7,-2.1,-3.8,4.5,-4.4,-3.2,2023,8,241,0.004284810180872926,1,0.20412844036697253,0.25755228596114477
35,0.05142857142857138,0.20412844036697253,0.06406345332519825,0.025015634771732298,-0.04594272076372319,0.053425518541797556,55.95,-0.03900543239294785,-0.0008551854476730458,3116638.0,1268814.0,79.93,3.4,5.7,1.6,1.4,-1.4,2.8,1.5,4.9,-15.8,-3.2,-1.7,-2.1,-3.8,4.5,-4.4,-3.2,2023,8,242,0.008004720141913944,1,0.05142857142857138,0.30898085738971615
36,-0.1471920289855072,0.05142857142857138,0.20412844036697253,0.06406345332519825,0.025015634771732298,-0.04594272076372319,57.01,-0.18621091060302797,-0.20746145613147393,2536286.0,1005584.0,81.44,3.2,5.9,1.6,1.4,-0.8,2.4,-0.5,4.2,-3.3,-2.4,-1.0,0.0,4.5,4.8,-3.0,-3.2,2023,9,243,-0.008712031956483828,-1,0.1471920289855072,0.45617288637522335
37,0.03664365374402556,-0.1471920289855072,0.05142857142857138,0.20412844036697253,0.06406345332519825,0.025015634771732298,56.92,-0.13909235788077523,-0.0398146748556063,2183508.0,965547.0,81.32,3.2,5.9,1.6,1.4,-0.8,2.4,-0.5,4.2,-3.3,-2.4,-1.0,0.0,4.5,4.8,-3.0,-3.2,2023,9,244,0.012863764705353059,1,0.03664365374402556,0.4928165401192489
38,0.016393442622950838,0.03664365374402556,-0.1471920289855072,0.05142857142857138,0.20412844036697253,0.06406345332519825,55.28,-0.283360995242518,-0.16603748963023035,1564787.0,805230.0,78.5,3.2,5.9,1.6,1.4,-0.8,2.4,-0.5,4.2,-3.3,-2.4,-1.0,0.0,4.5,4.8,-3.0,-3.2,2023,9,245,0.03241478418773406,1,0.016393442622950838,0.5092099827421998
39,-0.06653225806451613,0.016393442622950838,0.03664365374402556,-0.1471920289855072,0.05142857142857138,0.20412844036697253,61.54,0.12149768626656532,0.18109732622977281,1754905.0,951055.0,83.61,3.2,5.9,1.6,1.4,-0.8,2.4,-0.5,4.2,-3.3,-2.4,-1.0,0.0,4.5,4.8,-3.0,-3.2,2023,9,246,0.5434687098831373,1,-0.06653225806451613,0.4426777246776836
40,-0.005399568034557212,-0.06653225806451613,0.016393442622950838,0.03664365374402556,-0.1471920289855072,0.05142857142857138,64.09,-0.05553747923676777,-0.015938089805531797,1657442.0,935897.0,82.32,3.2,5.9,1.6,1.4,-0.8,2.4,-0.5,4.2,-3.3,-2.4,-1.0,0.0,4.5,4.8,-3.0,-3.2,2023,9,247,-0.028694450301466983,-1,0.005399568034557212,0.44807729271224084
42,-0.02218524681087075,-0.021172638436482094,-0.005399568034557212,-0.06653225806451613,0.016393442622950838,0.03664365374402556,69.11,-0.09773192666772046,-0.08911237027151497,1495457.0,852497.0,88.78,3.1,6.2,1.9,3.7,0.0,2.1,1.6,3.9,-7.2,-3.6,1.6,12.5,3.4,4.6,-2.5,-3.1,2023,10,250,-0.02269990757742807,-1,0.02218524681087075,0.4702625395231116
43,0.05558706749858189,-0.02218524681087075,-0.021172638436482094,-0.005399568034557212,-0.06653225806451613,0.016393442622950838,70.08,0.05411456163567396,0.10354054031861692,1576383.0,940765.0,90.02,3.1,6.2,1.9,3.7,0.0,2.1,1.6,3.9,-7.2,-3.6,1.6,12.5,3.4,4.6,-2.5,-3.1,2023,10,251,-0.006659772794809705,-1,-0.05558706749858189,0.4146754720245297
44,0.19236969371305745,0.05558706749858189,-0.02218524681087075,-0.021172638436482094,-0.005399568034557212,-0.06653225806451613,69.01,-0.02064472910453863,-0.005919650497201778,1543839.0,935196.0,88.65,2.9,6.2,2.3,5.5,-0.1,1.8,2.7,3.8,-6.3,-3.5,3.7,23.3,8.5,4.9,-2.6,-3.1,2023,11,252,0.021882608364049608,1,0.19236969371305745,0.6070451657375872
45,-0.01036502929247407,0.19236969371305745,0.05558706749858189,-0.02218524681087075,-0.021172638436482094,-0.005399568034557212,67.83,-0.004177249052524257,0.0014799036779455932,1537390.0,936580.0,87.14,2.9,6.2,2.3,5.5,-0.1,1.8,2.7,3.8,-6.3,-3.5,3.7,23.3,8.5,4.9,-2.6,-3.1,2023,11,253,0.0035176097573187703,1,-0.01036502929247407,0.5966801364451131
46,0.2008196721311475,-0.01036502929247407,0.19236969371305745,0.05558706749858189,-0.02218524681087075,-0.021172638436482094,66.43,-0.044416185873460856,-0.07606504516432122,1469105.0,865339.0,85.34,2.9,6.2,2.3,5.5,-0.1,1.8,2.7,3.8,-6.3,-3.5,3.7,23.3,8.5,4.9,-2.6,-3.1,2023,11,254,0.008887099925073225,1,0.2008196721311475,0.7974998085762606
47,0.07546454304133476,0.2008196721311475,-0.01036502929247407,0.19236969371305745,0.05558706749858189,-0.02218524681087075,65.92,-0.26715176927449025,-0.2564752079820741,1076631.0,643401.0,84.68,2.9,6.2,2.3,5.5,-0.1,1.8,2.7,3.8,-6.3,-3.5,3.7,23.3,8.5,4.9,-2.6,-3.1,2023,11,255,0.02133180000636919,1,0.07546454304133476,0.8729643516175953
48,0.005289139633286366,0.07546454304133476,0.2008196721311475,-0.01036502929247407,0.19236969371305745,0.05558706749858189,69.15,0.0596378889331628,0.11124166732721896,1140839.0,714974.0,88.83,2.9,6.2,2.3,5.5,-0.1,1.8,2.7,3.8,-6.3,-3.5,3.7,23.3,8.5,4.9,-2.6,-3.1,2023,12,256,-0.062177102030238386,-1,-0.005289139633286366,0.867675211984309
49,0.017186951946685403,0.005289139633286366,0.07546454304133476,0.2008196721311475,-0.01036502929247407,0.19236969371305745,65.96,0.019362065988276944,-0.010419959327192307,1162928.0,707524.0,84.73,2.9,6.2,2.3,5.5,-0.1,1.8,2.7,3.8,-6.3,-3.5,3.7,23.3,8.5,4.9,-2.6,-3.1,2023,12,257,-0.1972364221383934,-1,-0.017186951946685403,0.8504882600376236
50,0.017186951946685403,0.017186951946685403,0.005289139633286366,0.07546454304133476,0.2008196721311475,-0.01036502929247407,66.21,-0.10401589780278742,-0.26705242507674654,1041965.0,518578.0,85.04,2.9,6.2,2.3,5.5,-0.1,1.8,2.7,3.8,-6.3,-3.5,3.7,23.3,8.5,4.9,-2.6,-3.1,2023,12,258,0.008198747416259356,1,0.017186951946685403,0.867675211984309
