,re,re1,re2,re3,re4,re5,中国:产量:纯碱,re期货持仓量:纯碱,re期货持仓量(活跃合约):纯碱,期货持仓量:纯碱,期货持仓量(活跃合约):纯碱,中国:开工率:纯碱,中国:固定资产投资完成额:累计同比,中国:固定资产投资完成额:制造业:累计同比,中国:规模以上工业增加值:金属制品业:累计同比,中国:规模以上工业增加值:金属制品业:当月同比,中国:规模以上工业增加值:通用设备制造业:当月同比,中国:规模以上工业增加值:通用设备制造业:累计同比,中国:规模以上工业增加值:专用设备制造业:当月同比,中国:规模以上工业增加值:专用设备制造业:累计同比,中国:产量:工业锅炉:当月同比,中国:产量:工业锅炉:累计同比,中国:产量:金属切削机床:累计同比,中国:产量:金属切削机床:当月同比,中国:产量:汽车:当月同比,中国:产量:汽车:累计同比,中国:PPI:全部工业品:当月同比,中国:PPI:全部工业品:累计同比,year_x,month_x,weekly,pred,pos,reMonth,asset,asset0
653,0.0010043187490078598,0.038118150548974494,-0.018017041187263994,0.05621343116235189,0.02237517289794755,-0.00868955622941725,59.2,-0.04438617271102774,0.03149165605694226,418728.0,241433.0,83.19,5.2,13.7,17.5,3.5,2.8,13.8,4.0,13.3,5.2,14.8,29.9,2.1,-7.1,5.3,12.9,7.9,2021,12,154,0.059817366,1,0.0010043187490078598,0.6306523447192728,0.40825944105448275
654,-0.045881211885761664,0.0010043187490078598,0.038118150548974494,-0.018017041187263994,0.05621343116235189,0.02237517289794755,58.74,0.15161871190844645,0.617666184821462,482215.0,390558.0,82.54,5.2,13.7,17.5,3.5,2.8,13.8,4.0,13.3,5.2,14.8,29.9,2.1,-7.1,5.3,12.9,7.9,2021,12,155,0.04342493,1,-0.045881211885761664,0.5847711328335111,0.3623782291687211
655,0.047479097836204964,-0.045881211885761664,0.0010043187490078598,0.038118150548974494,-0.018017041187263994,0.05621343116235189,56.68,-0.14612776458633592,-0.0944443590964722,411750.0,353672.0,79.65,5.2,13.7,17.5,3.5,2.8,13.8,4.0,13.3,5.2,14.8,29.9,2.1,-7.1,5.3,12.9,7.9,2021,12,156,0.04487203,1,0.047479097836204964,0.6322502306697161,0.40985732700492605
657,0.012017051941133117,0.030847447804873696,0.047479097836204964,-0.045881211885761664,0.0010043187490078598,0.038118150548974494,55.14,0.1589508196721312,0.1856267954488906,477198.0,419323.0,82.38,4.9,13.5,16.0,4.6,1.5,12.4,7.4,12.6,5.9,10.2,29.2,5.8,3.4,4.8,10.3,8.1,2022,1,158,-0.007715415,-1,-0.012017051941133117,0.620233178728583,0.42187437894605917
658,0.02441808642057075,0.012017051941133117,0.030847447804873696,0.047479097836204964,-0.045881211885761664,0.0010043187490078598,55.42,-0.014170218651377464,-0.09059841697211934,470436.0,381333.0,82.81,4.9,13.5,16.0,4.6,1.5,12.4,7.4,12.6,5.9,10.2,29.2,5.8,3.4,4.8,10.3,8.1,2022,1,159,0.040458597,1,0.02441808642057075,0.6446512651491537,0.4462924653666299
659,0.0148521469635301,0.02441808642057075,0.012017051941133117,0.030847447804873696,0.047479097836204964,-0.045881211885761664,54.92,0.20601527094014904,0.11650709484885913,567353.0,425761.0,82.06,4.9,13.5,16.0,4.6,1.5,12.4,7.4,12.6,5.9,10.2,29.2,5.8,3.4,4.8,10.3,8.1,2022,1,160,0.03351751,1,0.0148521469635301,0.6595034121126838,0.46114461233016
661,-0.03344722751236007,-0.02979012775975709,0.0148521469635301,0.02441808642057075,0.012017051941133117,0.030847447804873696,55.9,0.04215541294396963,-0.07885409889585937,591270.0,392188.0,83.52,4.9,13.5,16.0,4.6,1.5,12.4,7.4,12.6,5.9,10.2,29.2,5.8,3.4,4.8,9.1,9.1,2022,2,163,0.05218183,1,-0.03344722751236007,0.6260561846003238,0.42769738481779995
662,0.05829688002326461,-0.03344722751236007,-0.02979012775975709,0.0148521469635301,0.02441808642057075,0.012017051941133117,55.8,0.2981734233091482,0.3742822319907799,767571.0,538977.0,84.99,4.9,13.5,16.0,4.6,1.5,12.4,7.4,12.6,5.9,10.2,29.2,5.8,3.4,4.8,9.1,9.1,2022,2,164,0.007598852,1,0.05829688002326461,0.6843530646235884,0.48599426484106456
663,0.0031471311780930655,0.05829688002326461,-0.03344722751236007,-0.02979012775975709,0.0148521469635301,0.02441808642057075,55.65,-0.0027463257470644598,-0.054347402579330795,765463.0,509685.0,84.77,12.2,20.9,6.8,4.6,1.5,5.0,7.4,8.8,5.9,-5.9,7.2,5.8,3.4,11.1,8.8,8.9,2022,3,165,0.0039154952,1,0.0031471311780930655,0.6875001958016814,0.4891413960191576
664,0.00947039834793384,0.0031471311780930655,0.05829688002326461,-0.03344722751236007,-0.02979012775975709,0.0148521469635301,57.62,-0.025758266565464316,-0.03428392046067674,745746.0,492211.0,87.77,12.2,20.9,6.8,4.6,1.5,5.0,7.4,8.8,5.9,-5.9,7.2,5.8,3.4,11.1,8.8,8.9,2022,3,166,-0.0026775277,-1,-0.00947039834793384,0.6780297974537476,0.49861179436709147
665,0.017911201013611544,0.00947039834793384,0.0031471311780930655,0.05829688002326461,-0.03344722751236007,-0.02979012775975709,58.07,-0.05073577330619272,-0.177224808059958,707910.0,404979.0,88.46,12.2,20.9,6.8,4.6,1.5,5.0,7.4,8.8,5.9,-5.9,7.2,5.8,3.4,11.1,8.8,8.9,2022,3,167,0.021967161,1,0.017911201013611544,0.6959409984673591,0.516522995380703
666,0.03553438790347441,0.017911201013611544,0.00947039834793384,0.0031471311780930655,0.05829688002326461,-0.03344722751236007,58.92,-0.043129776384003615,-0.077922558947501,677378.0,373422.0,89.75,12.2,20.9,6.8,4.6,1.5,5.0,7.4,8.8,5.9,-5.9,7.2,5.8,3.4,11.1,8.8,8.9,2022,3,168,0.020110296,1,0.03553438790347441,0.7314753863708335,0.5520573832841774
667,-0.025851308803017115,0.03553438790347441,0.017911201013611544,0.00947039834793384,0.0031471311780930655,0.05829688002326461,57.29,0.10710711006262374,-0.03487207502503875,749930.0,360400.0,86.42,9.3,15.6,4.9,2.1,-0.7,2.6,7.6,8.2,-6.5,-6.2,1.5,3.6,-4.9,4.9,8.3,8.7,2022,4,169,0.04043184,1,-0.025851308803017115,0.7056240775678164,0.5262060744811603
668,0.0051963037000837264,-0.025851308803017115,0.03553438790347441,0.017911201013611544,0.00947039834793384,0.0031471311780930655,56.77,-0.04844052111530406,-0.08164816870144287,713603.0,330974.0,85.64,9.3,15.6,4.9,2.1,-0.7,2.6,7.6,8.2,-6.5,-6.2,1.5,3.6,-4.9,4.9,8.3,8.7,2022,4,170,0.030302543,1,0.0051963037000837264,0.7108203812679001,0.531402378181244
669,-0.016609652173620093,0.0051963037000837264,-0.025851308803017115,0.03553438790347441,0.017911201013611544,0.00947039834793384,57.3,0.18724276663635098,0.596234145280294,847220.0,528312.0,86.45,9.3,15.6,4.9,2.1,-0.7,2.6,7.6,8.2,-6.5,-6.2,1.5,3.6,-4.9,4.9,8.3,8.7,2022,4,171,0.040566716,1,-0.016609652173620093,0.69421072909428,0.5147927260076239
670,-0.012591390832943694,-0.016609652173620093,0.0051963037000837264,-0.025851308803017115,0.03553438790347441,0.017911201013611544,58.34,0.06293170605037646,0.1387399869773922,900537.0,601610.0,88.01,9.3,15.6,4.9,2.1,-0.7,2.6,7.6,8.2,-6.5,-6.2,1.5,3.6,-4.9,4.9,8.3,8.7,2022,4,172,0.010256566,1,-0.012591390832943694,0.6816193382613364,0.5022013351746802
671,-0.03692660321157493,-0.012591390832943694,-0.016609652173620093,0.0051963037000837264,-0.025851308803017115,0.03553438790347441,58.85,0.061585476221410085,0.12349196323199418,955997.0,675904.0,88.78,9.3,15.6,4.9,2.1,-0.7,2.6,7.6,8.2,-6.5,-6.2,1.5,3.6,-4.9,4.9,8.3,8.7,2022,4,173,8.996064e-05,1,-0.03692660321157493,0.6446927350497614,0.4652747319631053
